rank,city,company,website,state,founded,industry,metro
323,Charlottesville,K2 Dental Arts,k2dentalarts.com,Virginia,2013,Health,
324,Gastonia,Saprex,saprex.com,North Carolina,2009,Engineering,Charlotte
325,San Diego,Dr. Squatch,drsquatch.com,California,2013,Consumer Products & Services,
326,Atlanta,Birdsey Construction Management,birdseyconstruction.com,Georgia,2014,Construction,Atlanta
327,San Jose,Peaxy,peaxy.net,California,2012,Software,San Jose
328,Sunrise,Conversion Whale,conversionwhale.com,Florida,2014,Advertising & Marketing,Miami
329,Williamston,Three T's Properties,rentaplace.today,Michigan,2013,Real Estate,
330,Leesburg,All Points Broadband,allpointsbroadband.com,Virginia,2014,Telecommunications,"Washington, DC"
331,Lubbock,CieloIT,cieloit.com,Texas,2011,IT Management,
332,Summerville,Move Buddies,movebuddies.com,South Carolina,2014,Logistics & Transportation,"Charleston, SC"
333,Fargo,"Haga Kommer,",hagakommer.com,North Dakota,2006,Financial Services,
334,Irvine,Greenlink Financial,greenlinkfunding.com,California,2014,Financial Services,Los Angeles
335,San Diego,Ensunet Technology Group,ensunet.com,California,2008,IT Management,San Diego
336,Columbus,T-Pro Solutions,t-prosolutions.com,Ohio,2014,Software,"Columbus, OH"
337,Eden Prairie,Total Expert,totalexpert.com,Minnesota,2012,Software,Minneapolis
338,Atlanta,Ally Commerce,allycommerce.com,Georgia,2014,Software,Atlanta
339,Reno,HIDEit Mounts,hideitmounts.com,Nevada,2009,Consumer Products & Services,
340,Chicago,OppLoans,opploans.com,Illinois,2012,Financial Services,Chicago
341,Houston,Discount Power Texas,discountpowertx.com,Texas,2009,Energy,Houston
342,Denver,"Vinyl Me, Please",vinylmeplease.com,Colorado,2012,Consumer Products & Services,Denver
343,Sykesville,Alderson Loop,aldersonloop.com,Maryland,2013,Business Products & Services,Baltimore
344,Omaha,Flywheel,getflywheel.com,Nebraska,2012,IT Management,"Omaha-Council Bluffs, NE-IA"
345,Newport Beach,Common Thread Collective,commonthreadco.com,California,2014,Advertising & Marketing,Los Angeles
346,Vancouver,Riverside Payments,riversidepayments.com,Washington,2014,Financial Services,"Portland, OR"
347,Glendale,ServiceTitan,servicetitan.com,California,2012,Software,Los Angeles
348,Dallas,TBX,thebenefitsexpert.com,Texas,2012,Human Resources,Dallas
349,Greenbelt,T-Rex Solutions,trexsolutionsllc.com,Maryland,1999,Government Services,"Washington, DC"
350,Sunrise,Tralongo,tralongo.net,Florida,2005,Health,Miami
351,Miami,HealthCare.com,healthcare.com,Florida,2011,Insurance,Miami
352,Chicago,Home Invest,homeinvest.com,Illinois,2012,Real Estate,Chicago
353,New York City,SeamlessDocs,seamlessdocs.com,New York,2013,Government Services,New York City
354,Oakland,Kuli Kuli Foods,kulikulifoods.com,California,2011,Food & Beverage,San Francisco
355,McLean,Alpha Omega Integration,alphaomegaintegration.com,Virginia,2010,Government Services,"Washington, DC"
356,New Plymouth,Cheekys,cheekysboutique.com,Idaho,2011,Consumer Products & Services,
357,Atlanta,IBOX Global,iboxg.com,Georgia,2008,IT Management,Atlanta
358,Austin,Texas Beauty Labs,texasbeautylabs.com,Texas,2007,Consumer Products & Services,Austin
359,Lehi,SimpleNexus,simplenexus.com,Utah,2014,Software,"Provo-Orem, UT"
360,Woodland Hills,Bioluz LED,bioluzled.com,California,2013,Consumer Products & Services,Los Angeles
361,Atlanta,Aspirent,aspirent.com,Georgia,2012,IT Management,Atlanta
362,Fort Lauderdale,IBS Investment Bank,ibsinvestmentbank.com,Florida,2011,Financial Services,Miami
363,Hayden,Dollar Fulfillment,dollarfulfillment.com,Idaho,2008,Logistics & Transportation,
364,Bedford,Linear Air Taxi,linearair.com,Massachusetts,2013,Travel & Hospitality,Boston
365,New York City,DecisionMapper,decisionmapper.com,New York,2014,Software,New York City
366,Hanover,Rustic Marlin,rusticmarlin.com,Massachusetts,2012,Consumer Products & Services,Boston
367,Tampa,Chacka Marketing,chackamarketing.com,Florida,2009,Advertising & Marketing,Tampa
368,Columbus,TENFOLD,tenfoldbrand.com,Ohio,2014,Advertising & Marketing,"Columbus, OH"
369,New York City,iGotOffer,igotoffer.com,New York,2010,Consumer Products & Services,New York City
370,Lancaster,Harbor Compliance,harborcompliance.com,Pennsylvania,2012,Software,"Lancaster, PA"
371,Marina del Rey,Lemonlight,lemonlight.com,California,2014,Media,Los Angeles
372,New York City,90 Day Year,90dayyear.com,New York,2014,Business Products & Services,New York City
373,Northport,Jennaration Boutique,jennarationboutique.com,Alabama,2013,Retail,
374,Houston,FireDisc Cookers,firedisccookers.com,Texas,2010,Consumer Products & Services,Houston
375,Brentwood,The Plow Group,plowgroup.com,Tennessee,2012,IT Management,Nashville
376,Arlington,Strategic Alliance Business Group,sabg.net,Virginia,2013,Government Services,"Washington, DC"
377,Lakewood Ranch,Adva-Net,adva-net.com,Florida,2012,Health,"Sarasota-Bradenton-Venice, FL"
378,Sunnyvale,Matterport,matterport.com,California,2011,Media,San Jose
379,Sterling,Nivid Infotech,nividit.com,Virginia,2012,Telecommunications,"Washington, DC"
380,San Diego,William Painter,williampainter.com,California,2012,Retail,San Diego
381,Lawrenceville,Greentek Energy Systems,greentekenergysystems.com,Georgia,2011,Energy,Atlanta
382,Chicago,Reverb.com,reverb.com,Illinois,2012,Retail,Chicago
383,Thousand Oaks,SolaRack,solarackusa.com,California,2014,Manufacturing,"Oxnard-Thousand Oaks-Ventura, CA"
384,Boston,Social Fulcrum,socialfulcrum.com,Massachusetts,2011,Advertising & Marketing,Boston
,,,,,,,
385,Grand Rapids,FormulaFolio Investments,formulafolios.com,Michigan,2011,Financial Services,"Grand Rapids, MI"
386,West End,R. Riveter,rriveter.com,North Carolina,2011,Manufacturing,
387,Greenville,ARCpoint Occupational Solutions,arcpointos.com,South Carolina,2013,Health,"Greenville-Mauldin-Easley, SC"
388,San Francisco,Chairish,chairish.com,California,2013,Retail,San Francisco
389,Charlotte,Passport,passportinc.com,North Carolina,2010,Software,Charlotte
390,Austin,HookBang,hookbang.com,Texas,2012,Software,Austin
391,New York City,Upfluence,upfluence.com,New York,2013,Advertising & Marketing,New York City
392,Carlsbad,CleverMade,clevermade.com,California,2013,Consumer Products & Services,San Diego
393,Milwaukee,TechCanary,techcanary.com,Wisconsin,2011,Software,Milwaukee
394,Billings,SleekEZ,sleekez.com,Montana,2010,Consumer Products & Services,
395,Houston,Christensen Building Group,christensenbuilding.com,Texas,2014,Construction,Houston
396,Reston,AgileTrailblazers,agiletrailblazers.com,Virginia,2011,IT Management,"Washington, DC"
397,San Francisco,Insikt,insikt.com,California,2012,Financial Services,San Francisco
398,Laguna Hills,Killer Concepts,killerc.com,California,2011,Retail,Los Angeles
399,Raleigh,ANEXIO,anexio.com,North Carolina,1996,IT Management,"Raleigh, NC"
400,Chattanooga,Trident Transport,tridenttransport.com,Tennessee,2013,Logistics & Transportation,
401,San Antonio,Eligibility Tracking Calculators,eligibilitytrackingcalculators.com,Texas,2012,Business Products & Services,"San Antonio, TX"
402,Idaho Falls,FyberCom,fybercom.net,Idaho,2013,Telecommunications,
403,Dayton,4FRONT IMPORTS,4frontimports.com,Ohio,2012,Food & Beverage,
404,Boston,Forward Financing,forwardfinancing.com,Massachusetts,2012,Financial Services,Boston
405,Sausalito,CleanFund,cleanfund.com,California,2009,Financial Services,San Francisco
406,Lansing,TOP SHELF BRANDS,topshelf-brands.com,Michigan,2013,Advertising & Marketing,
407,Alexandria,FEDSYNC,fedsync.net,Virginia,2007,Government Services,"Washington, DC"
408,New York City,Eff Creative Group,effcreative.com,New York,2013,Advertising & Marketing,New York City
409,Sherman Oaks,The Gold Financial Group,thegoldfinancialgroup.com,California,2013,Financial Services,Los Angeles
410,West New York,Dyla,dylabrands.com,New Jersey,2012,Food & Beverage,New York City
411,Burlingame,Innowave Marketing Group,innowavemarketing.com,California,2012,Business Products & Services,San Francisco
412,Washington,Clutch.co,clutch.co,District of Columbia,2013,Business Products & Services,"Washington, DC"
413,Paramus,Nuvolo,nuvolo.com,New Jersey,2013,Software,New York City
414,Austin,Simple Booth,simplebooth.com,Texas,2013,Business Products & Services,Austin
415,Chattanooga,Lync America,lyncamerica.com,Tennessee,2014,Logistics & Transportation,
416,Minneapolis,ChromebookParts.com,http://chromebookparts.com,Minnesota,2014,Computer Hardware,Minneapolis
417,Denver,SelectHub,selecthub.com,Colorado,2013,Software,Denver
418,Newark,TECSPLUS,tecsplus.com,Delaware,2014,IT Management,Philadelphia
419,Trevose,SimpleTire,simpletire.com,Pennsylvania,2012,Retail,Philadelphia
420,Tempe,Alphacore,alphacoreinc.com,Arizona,2012,Computer Hardware,Phoenix
421,Chatsworth,JB Office,shopjboffice.com,California,2012,Business Products & Services,Los Angeles
422,Gilbert,Diesel Laptops,diesellaptops.com,South Carolina,2010,Business Products & Services,"Columbia, SC"
423,Kent,Driveline Baseball,drivelinebaseball.com,Washington,2014,Consumer Products & Services,Seattle
424,Gainesville,ITProTV,itpro.tv,Florida,2013,Education,
425,Portland,ProFocus Technology,profocustechnology.com,Oregon,2014,Human Resources,"Portland, OR"
426,San Francisco,Samba TV,samba.tv,California,2008,Advertising & Marketing,San Francisco
427,Los Angeles,Trade-In Tech,tradeintech.com,California,2012,Telecommunications,Los Angeles
428,Brunswick,Crimcheck Holdings,crimcheck.com,Ohio,1991,Business Products & Services,Cleveland
429,San Diego,RelationEdge,relationedge.com,California,2013,Business Products & Services,San Diego
430,Greenbelt,Trinity Technology Partners,trinitytp.com,Maryland,2008,IT Management,"Washington, DC"
431,Jacksonville,Natural Force,naturalforce.com,Florida,2009,Food & Beverage,"Jacksonville, FL"
432,Atlanta,Crisp Video Group,crispvideo.com,Georgia,2012,Advertising & Marketing,Atlanta
433,New York City,GeistM,geistm.com,New York,2014,Advertising & Marketing,New York City
434,Miami,Monster Grass and Patio,monstergrass.com,Florida,2012,Construction,Miami
435,Arlington,Sehlke Consulting,sehlkeconsulting.com,Virginia,2011,Government Services,"Washington, DC"
436,Allentown,Acuity Scheduling,acuityscheduling.com,Pennsylvania,2007,Business Products & Services,"Allentown-Bethlehem-Easton, PA-NJ"
437,New York City,TripleLift,triplelift.com,New York,2012,Advertising & Marketing,New York City
438,New York City,Occams Advisory,occamsadvisory.com,New York,2012,Business Products & Services,New York City
439,New York City,Whistle Sports,whistlesports.com,New York,2008,Media,New York City
440,New York City,Piano,piano.io,New York,2012,Software,New York City
441,Miami,Saved By The Dress,savedbythedress.com,Florida,2013,Retail,Miami
442,Atlanta,Gather,gatherhere.com,Georgia,2013,Software,Atlanta
443,Clackamas,Vantage Homes,vantagehomesllc.com,Oregon,2014,Real Estate,"Portland, OR"
444,Sanford,World Housing Solution,worldhousingsolution.com,Florida,2010,Manufacturing,"Orlando, FL"
445,Lakewood,Tech-Keys,tech-keys.com,New Jersey,2009,IT Management,New York City
446,Hayward,Zenith Engineers,zenithengineers.com,California,2009,Engineering,San Francisco
447,New York City,Paragon Private Health,paragonprivatehealth.com,New York,2012,Health,New York City
448,Alpharetta,Proforma IdeaPress,proformaip.com,Georgia,2007,Business Products & Services,Atlanta
449,South Orange,BabbleBoxx,babbleboxx.com,New Jersey,2007,Advertising & Marketing,New York City
450,Denver,Rep Fitness,repfitness.com,Colorado,2012,Retail,Denver
451,Santa Monica,Advertise Purple,advertisepurple.com,California,2012,Advertising & Marketing,Los Angeles
452,Indianapolis,Innovatemap,innovatemap.com,Indiana,2014,Business Products & Services,"Indianapolis, IN"
453,Newtown,Cave Tools,cavetools.com,Pennsylvania,2013,Consumer Products & Services,Philadelphia
454,San Carlos,TapResearch,tapresearch.com,California,2013,Business Products & Services,San Francisco
455,North Huntingdon,Century Support Services,centuryss.com,Pennsylvania,2012,Financial Services,"Pittsburgh, PA"
456,Salisbury,Delmarva Veteran Builders,delmarvaveteranbuilders.com,Maryland,2013,Construction,
457,Fayetteville,Cabana Holdings,cabanaportfolio.com,Arkansas,2007,Financial Services,
458,Salt Lake City,Signs.com,signs.com,Utah,2012,Business Products & Services,Salt Lake City
459,Fresno,California Autism Center,calautismcenter.org,California,2014,Health,
460,Richmond,CarLotz,carlotz.com,Virginia,2011,Retail,"Richmond, VA"
461,Pittsburgh,TFM Truckload,targetfmi.com,Pennsylvania,2011,Logistics & Transportation,"Pittsburgh, PA"
462,Colorado Springs,V3Gate,v3gate.com,Colorado,2007,Government Services,
463,Floral Park,NinjaCat,ninjacat.io,New York,2013,Software,New York City
464,Stafford,Fletcher Construction,fletcherconstructionva.com,Virginia,2014,Construction,"Washington, DC"
465,Grand Prairie,ES Squared,es2consulting.com,Texas,2008,Engineering,Dallas
466,Edison,Brilliant Infotech,brilliantinfotech.com,New Jersey,2007,Software,New York City
467,Rockville,Ripple Effect Communications,rippleeffect.com,Maryland,2003,Government Services,"Washington, DC"
468,Hanover,MidPoint Technology Group,midpointtechnologygroup.com,Maryland,2014,Telecommunications,Baltimore
469,San Francisco,Tactivos,mural.co,California,2011,Software,San Francisco
470,Bellingham,Brivity,brivity.com,Washington,2012,Real Estate,
471,Palo Alto,GameChangerSF,gamechangersf.com,California,2012,Advertising & Marketing,San Jose
472,Georgetown,June & January,juneandjanuary.com,Texas,2011,Retail,Austin
473,New York City,CheckedUp,checkedup.com,New York,2012,Health,New York City
474,Springfield,SHR Consulting Group,shrgroupllc.com,Virginia,2012,IT System Development,"Washington, DC"
475,San Francisco,EaseCentral,easecentral.com,California,2012,Human Resources,San Francisco
476,Mountain View,Udacity,udacity.com,California,2012,Education,San Jose
477,Northbrook,Challas Group,challasgroup.com,Illinois,2014,Financial Services,Chicago
478,Beaumont,SETEX Construction,setexconstruction.com,Texas,1990,Construction,
479,Provo,Nature's Fusions Essential Oils,naturesfusions.com,Utah,2010,Consumer Products & Services,"Provo-Orem, UT"
480,Milwaukee,Penrod,penrod.co,Wisconsin,2012,Software,Milwaukee
481,Philippi,CT Assist,ct-assist.com,West Virginia,2013,Health,
482,Holladay,Cookie Cutters Haircuts for Kids,haircutsarefun.com,Utah,1994,Retail,Salt Lake City
483,Longmont,CanSource,cansource.com,Colorado,2012,Food & Beverage,"Boulder, CO"
484,Madison,EyeKor,eyekor.com,Wisconsin,2012,Health,"Madison, WI"
485,Rochester,Trbhi,trbhi.com,Minnesota,2012,IT System Development,
486,McLean,Spatial Front,spatialfront.com,Virginia,2008,Government Services,"Washington, DC"
487,Chicago,Shiftgig,shiftgig.com,Illinois,2011,Software,Chicago
488,Sacramento,Stratosphere Consulting,stratosphereconsulting.com,California,2014,IT System Development,"Sacramento, CA"
489,Dulles,Expedition Technology,exptechinc.com,Virginia,2013,Engineering,"Washington, DC"
490,Greenville,Clear Touch Interactive,getcleartouch.com,South Carolina,2012,Business Products & Services,"Greenville-Mauldin-Easley, SC"
491,Livingston,Corsis,corsis.com,New Jersey,2013,Software,New York City
492,Santa Ana,Bear Down Brands,pureenrichment.com,California,2010,Consumer Products & Services,Los Angeles
493,Isanti,Tab and slot,weldtables.com,Minnesota,2014,Manufacturing,Minneapolis
494,Lanham,The Bizzell Group,thebizzellgroup.com,Maryland,2010,Government Services,"Washington, DC"
495,San Francisco,Thistle Health,thistle.co,California,2013,Food & Beverage,San Francisco
496,Suwanee,Avelead Consulting,avelead.com,Georgia,2014,IT Management,Atlanta
497,Van Nuys,VNTANA,vntana.com,California,2012,Software,Los Angeles
498,Sarasota,"FYZICAL Therapy & Balance Centers (Sarasota, FL)",fyzicalfranchise.com,Florida,2012,Health,"Sarasota-Bradenton-Venice, FL"
499,Charlotte,Quimbee,quimbee.com,North Carolina,2009,Education,Charlotte
500,Virginia Beach,The Language Group,thelanguagegroup.com,Virginia,1999,Business Products & Services,Virginia Beach
501,San Francisco,MightyHive,mightyhive.com,California,2012,Advertising & Marketing,San Francisco
502,Grand Prairie,Crystal Clear Concepts,crystalclearconcept.com,Texas,2014,Consumer Products & Services,Dallas
503,Santa Clara,Qubole,qubole.com,California,2011,IT System Development,San Jose
504,Las Vegas,Blue Air Training,blueairtraining.com,Nevada,2011,Government Services,"Las Vegas, NV"
505,Middletown,The Avail Group,availgroup.net,New Jersey,2012,Telecommunications,New York City
506,Santa Monica,Mediakix,mediakix.com,California,2011,Advertising & Marketing,Los Angeles
507,San Francisco,goBalto,gobalto.com,California,2008,Software,San Francisco
508,New York City,Little Bird HR,littlebird.hr,New York,2014,Insurance,New York City
509,Sterling,Torin,torinconsulting.com,Virginia,2014,Government Services,"Washington, DC"
510,Wagoner,Dirt Wurx Excavation,peoplepc.com,Oklahoma,2008,Construction,"Tulsa, OK"
511,Tampa,Black Book Market Research,blackbookmarketresearch.com,Florida,2010,Health,Tampa
512,Doral,Shapes Secrets,shapessecrets.com,Florida,2013,Retail,Miami
